BARCODE,ITEM DESCRIPTION,, SUPPLIER , SELLING PRICE , PURCHASE PRICE , REV ,,,,
8850007373261,MODESS MAXILONG WINGS,,PURCHASE, 59.00 , 55.00 , 4.00 ,,,,
8850007374114,MODESS SULIT PACK  NON WINGS ,,PURCHASE, 45.00 ,, NO PP ,,,,
8850007374107,MODESS SULIT PACK  WINGS ,,PURCHASE, 45.00 , 41.35 , 3.65 ,,,,
8850389100684,MOGU LYCHEE,,PURCHASE, 48.00 , 41.50 , 6.50 ,,,,
4807770121661,MONDE MAMON 12PCS,,PURCHASE, 179.00 , 169.00 , 10.00 ,,,,
4807770121425,MONDE MAMON CHOCO,,PURCHASE, 70.00 , 65.00 , 5.00 ,,,,
4800024586476,MR.MILK ORANGE,,PURCHASE, 13.00 , 7.88 , 5.12 ,,,,
4804888804219,MS BBQ BOTT 150ML,,PURCHASE, 63.00 , 56.50 , 6.50 ,,,,
4804888804226,MS BBQ MARINADE BOTT 350ML ,,PURCHASE, 86.00 , 82.30 , 3.70 ,,,,
4806512022051,MS BBQ MARINADE DOY 150ml ,,PURCHASE, 38.00 , 32.50 , 5.50 ,,,,
25407804006,MS BBQ MIX 50g,,PURCHASE, 33.00 , 29.75 , 3.25 ,,,,
4806512023539,MS OYSTER 150g ,,PURCHASE, 35.00 , 31.50 , 3.50 ,,,,
4806534280415,MS OYSTER 405G ,,PURCHASE, 72.00 , 66.75 , 5.25 ,,,,
4806512023522,MS OYSTER 90g ,,PURCHASE, 24.00 , 20.00 , 4.00 ,,,,
4804888804233,MS OYSTER S. 156g,,PURCHASE, 64.00 , 57.50 , 6.50 ,,,,
4804888809474,MS OYSTER SAUCE 30g ,,PURCHASE, 7.00 , 5.58 , 1.42 ,,,,
4806512026387,MS OYSTER SAUCE 60g ,,PURCHASE, 17.00 , 13.50 , 3.50 ,,,,
25407805409,MS SINIGANG BAYABAS ,,PURCHASE, 31.00 , 27.25 , 3.75 ,,,,
25407803917,MS SWEET & SOUR SAUCE 57g,,PURCHASE, 29.00 , 26.00 , 3.00 ,,,,
4807770122262,NISSIN KING WAFER,,PURCHASE, 63.00 , 57.25 , 5.75 ,,,,
4807770121203,NISSIN WAFER STIX ,,PURCHASE, 66.00 , 59.50 , 6.50 ,,,,
4807770121197,NISSIN WAFER STIX SOLO,,PURCHASE, 9.00 , 5.85 , 3.15 ,,,,
4800488959328,NURSY BABY WIPES (SCENTED)  ,,PURCHASE, 65.00 , 60.00 , 5.00 ,,,,
4800488958147,NURSY BABY WIPES (UNSCENTED) ,,PURCHASE, 65.00 , 58.00 , 7.00 ,,,,
4800194177146,OISHI FISH CRACKERS 90G,,PURCHASE, 26.00 , 21.25 , 4.75 ,,,,
4800194117432,OISHI RIDGES CHEESE,,PURCHASE, 16.00 , 12.25 , 3.50 ,,,,
4800056191013,OK CHEESE - 200g ,,PURCHASE, 39.00 , 38.00 , 1.00 ,,,,
4800523223025,OKEJI,,PURCHASE, 27.00 , 22.00 , 5.00 ,,,,
4808888004174,PALMOLIVE ALOE VERA 6s,,PURCHASE, 39.00 , 31.00 , 8.00 ,,,,
4808888004167,PALMOLIVE COCO 6s,,PURCHASE, 39.00 , 32.00 , 7.00 ,,,,
4801668100295,PAPA CATSUP ,,PURCHASE, 24.00 , 20.50 , 3.50 ,,,,
4800523220031,PEEWEE 25G,,PURCHASE, 9.00 , 6.05 , 2.95 ,,,,
4800523223179,PEEWEE 95g ,,PURCHASE, 26.00 , 21.20 , 4.80 ,,,,
tunay,PEPPER,,PURCHASE, 3.00 ,, NO PP ,,,,
4902430178259,PERLA ORIG 110g ,,PURCHASE, 19.00 , 14.75 , 4.25 ,,,,
4902430178273,PERLA PAPAYA 110g ,,PURCHASE, 19.00 , 14.75 , 4.25 ,,,,
4809010381019,Petraco 450g ,,PURCHASE, 85.00 , 78.75 , 6.25 ,,,,
4808887119480,PF SISIG 150G ,,PURCHASE, 52.00 , 44.75 , 7.25 ,,,,
4800135007785,PH CARE 5ML ,,PURCHASE, 10.00 , 4.90 , 5.10 ,,,,
4800135005705,PH CARE COOLING ,,PURCHASE, 59.00 , 53.75 , 4.25 ,,,,
4800135001417,PH CARE DAISIES,,PURCHASE, 52.00 , 47.75 , 4.25 ,,,,
4800135006139,PH CARE DELICATE ,,PURCHASE, 63.00 , 56.75 , 6.25 ,,,,
4800135005903,PH CARE FLORAL ,,PURCHASE, 54.00 , 49.00 , 5.00 ,,,,
4800135001394,PH CARE FREE ,,PURCHASE, 52.00 , 47.75 , 4.25 ,,,,
4800135001462,PH CARE PASSION BLOOM ,,PURCHASE, 52.00 , 47.75 , 4.25 ,,,,
4800135001080,PH CARE POWDER ,,PURCHASE, 54.00 , 49.75 , 4.25 ,,,,
4800135001592,PH CARE SHOWER ,,PURCHASE, 52.00 , 47.75 , 4.25 ,,,,
748485400334,PLUS GUYABANO 10s,,PURCHASE, 99.00 , 91.00 , 8.00 ,,,,
GUITAR,POSPORO,,PURCHASE, 3.00 ,, NO PP ,,,,
4800194106771,POTATO FRIES,,PURCHASE, 20.00 , 13.50 , 6.50 ,,,,
38000845536,PRINGLES CHEESE 40G,,PURCHASE, 50.00 ,, NO PP ,,,,
38000845512,PRINGLES ORIG 40G ,,PURCHASE, 50.00 ,, NO PP ,,,,
38000845529,PRINGLES SOUR CREAM 40G ,,PURCHASE, 50.00 ,, NO PP ,,,,
4804880313160,PURO PALM 1L,,PURCHASE, 120.00 , 111.75 , 8.25 ,,,,
4804880314181,PURO PALM 350ml ,,PURCHASE, 43.00 , 38.75 , 4.25 ,,,,
4800274310357,QUAKER - 33g,,PURCHASE, 12.00 , 9.75 , 2.25 ,,,,
4800274080014,QUAKER 800G ,,PURCHASE, 129.00 , 119.04 , 9.96 ,,,,
4800274312009,QUAKER banana & honey 200g,,PURCHASE, 59.00 , 52.25 , 6.75 ,,,,
4800274300013,QUAKER BANANA 500g ,,PURCHASE, 106.00 , 96.00 , 10.00 ,,,,
4800274020027,QUAKER COOKING,,PURCHASE, 44.00 , 38.75 , 5.25 ,,,,
4800274040018,QUAKER orig 400g,,PURCHASE, 70.00 , 64.25 , 5.75 ,,,,
4800274600021,QUAKER orig 500g ,,PURCHASE, 104.00 , 96.00 , 8.00 ,,,,
4800274020010,QUAKER original- 200g,,PURCHASE, 46.00 , 40.75 , 5.25 ,,,,
4800300022124,QUEEN BAKING POWDER 200G,,PURCHASE, 43.00 , 39.50 , 3.50 ,,,,
4800017955302,RAM NATA DE COCO(RED),,PURCHASE, 54.00 , 46.00 , 8.00 ,,,,
4800017953506,RAM NATA GREEN 12oz,,PURCHASE, 46.00 , 42.50 , 3.50 ,,,,
4800017929105,RAM OYSTER SAUCE 150ML ,,PURCHASE, 45.00 , 38.50 , 6.50 ,,,,
8993175555722,RICHEESE WAFER,,PURCHASE, 14.00 , 8.65 , 5.35 ,,,,
8993175537131,RICHOCO CHEESE WAFER 10s,,PURCHASE, 45.00 , 41.50 , 3.50 ,,,,
8993175555746,RICHOCO WAFER,,PURCHASE, 14.00 , 8.65 , 5.35 ,,,,
8993175539241,RICHOCO WAFER ,,PURCHASE, 15.00 , 10.25 , 4.75 ,,,,
8993175539906,RICHOCO WAFER 10s,,PURCHASE, 45.00 , 41.50 , 3.50 ,,,,
8993175540438,RICHOCO WAFER 50g ,,PURCHASE, 14.00 , 9.75 , 4.25 ,,,,
4806501953199,ROSE 100ML ,,PURCHASE, 7.00 , 4.00 , 3.00 ,,,,
4806501953106,ROSE 200ML ,,PURCHASE, 12.00 ,7.5, 4.50 ,,,,
4806501953144,ROSE VINEGAR -1L,,PURCHASE, 46.00 , 39.50 , 6.50 ,,,,
4806501953175,ROSE VINEGAR 385ML,,PURCHASE, 21.00 , 16.25 , 4.75 ,,,,
4806501953113,ROSE VINEGAR BOTE,,PURCHASE, 19.00 , 14.55 , 4.45 ,,,,
37398611259,RUFINA PATIS ,,PURCHASE, 19.00 , 16.55 , 2.45 ,,,,
6972763790129,RUNBEIER WIPES,,PURCHASE, 40.00 , 30.00 , 10.00 ,,,,
4806502350034,SANICARE BUDS 200s ,,PURCHASE, 23.00 , 16.75 , 6.25 ,,,,
4806502350096,SANICARE COTT 10g ,,PURCHASE, 10.00 , 5.30 , 4.70 ,,,,
4806502350119,SANICARE COTT 45g,,PURCHASE, 28.00 , 21.50 , 6.50 ,,,,
4806502350133,SANICARE COTT 90g,,PURCHASE, 40.00 , 36.75 , 3.25 ,,,,
4806502350010,SANICARE COTT SM,,PURCHASE, 14.00 , 10.75 , 3.25 ,,,,
4806502350058,SANICARE COTTBALLS 50s,,PURCHASE, 16.00 , 12.45 , 3.55 ,,,,
4806502352397,SANICARE WIPES ,,PURCHASE, 32.00 , 29.00 , 3.00 ,,,,
4800009390456,SEASON FRUIT MIX,,PURCHASE, 80.00 , 73.53 , 6.47 ,,,,
4800009391903,SEASON'S FRUIT COCKTAIL 432g ,,PURCHASE, 58.00 , 52.86 , 5.14 ,,,,
4806020400174,SELECT 200ml ,,PURCHASE, 12.00 , 8.25 , 3.75 ,,,,
4806020400181,SELECT 340ML ,,PURCHASE, 22.00 , 17.30 , 4.70 ,,,,
4806020400204,SELECT SOY 1/2 ,,PURCHASE, 76.00 , 72.00 , 4.00 ,,,,
SOY,DATU SOY 100ML,,PURCHASE, 10.00 , 8.00 , 2.00 ,,,,
SUKA,SELECT SUKA 1L ,,PURCHASE, 40.00 , 34.88 , 5.13 ,,,,
4800017928009,SEVILLA RAISNS 100,,PURCHASE, 49.00 , 43.25 , 5.75 ,,,,
SHAM,SHAMPOO PC,,PURCHASE, 8.00 , 6.00 , 2.00 ,,,,
6959794500835,SHAVETTE BLUE ,,PURCHASE, 139.00 , 98.05 , 40.95 ,,,,
6959794502617,SHAVETTE FOR WOMEN ,,PURCHASE, 139.00 , 98.05 , 40.95 ,,,,
4800344010415,SILVER PATIS 350,,PURCHASE, 25.00 , 21.25 , 3.75 ,,,,
4800344009716,SILVER PATIS 750 ,,PURCHASE, 54.00 , 50.50 , 3.50 ,,,,
4800344001628,SILVER SOY 1L,,PURCHASE, 57.00 , 49.25 , 7.75 ,,,,
4800344001826,SILVER SOY 500ML ,,PURCHASE, 33.00 , 27.50 , 5.50 ,,,,
4800344001963,SILVER SWAN 100ML ,,PURCHASE, 10.00 , 6.30 , 3.70 ,,,,
4800344020230,SILVER SWAN CHILI SAUCE,,PURCHASE, 38.00 , 32.30 , 5.70 ,,,,
4800344020933,SILVER SWAN HOT SAUCE ,,PURCHASE, 27.00 , 21.50 , 5.50 ,,,,
4806506318849,SISTER DAY MAXI ,,PURCHASE, 29.00 , 24.95 , 4.05 ,,,,
4806506318955,SISTER GREEN NON WING ,,PURCHASE, 22.00 , 17.90 , 4.10 ,,,,
4806506318870,SISTER PLINER 8pcs,,PURCHASE, 14.00 , 10.00 , 4.00 ,,,,
4806506318795,SISTERS P.LINER LONG 20s,,PURCHASE, 30.00 , 26.50 , 3.50 ,,,,
4806506318832,SISTERS PINK WINGS,,PURCHASE, 26.00 , 20.50 , 5.50 ,,,,
4800119221077,SKINWHITE  90g,,PURCHASE, 36.00 , 31.75 , 4.25 ,,,,
4800119120943,SKINWHITE 125g,,PURCHASE, 49.00 , 44.75 , 4.25 ,,,,
4800119221855,SKINWHITE ACID ,,PURCHASE, 50.00 , 46.75 , 3.25 ,,,,
4800119218558,SKINWHITE GLUTA,,PURCHASE, 62.00 , 58.00 , 4.00 ,,,,
4800119120868,SKINWHITE LIGHT ,,PURCHASE, 69.00 , 66.00 , 3.00 ,,,,
4800119221091,SKINWHITE PAPAYA LOTION ,,PURCHASE, 63.00 , 58.25 , 4.75 ,,,,
4800119218312,SKINWHITE POWER,,PURCHASE, 49.00 , 44.75 , 4.25 ,,,,
750515018501,SKYFLAKES 10s,,PURCHASE, 63.00 , 56.25 , 6.75 ,,,,
750515018488,SKYFLAKES 24s,,PURCHASE, 118.00 , 113.00 , 5.00 ,,,,
750515018402,SKYFLAKES SINGLES,,PURCHASE, 10.00 , 6.20 , 3.80 ,,,,
750515031517,SKYFLAKES TSOKOLATE 10s,,PURCHASE, 52.00 , 48.07 , 3.93 ,,,,
4806020497310,SPEED BAR BLUE ,,PURCHASE, 25.00 , 18.75 , 6.25 ,,,,
4806020497471,SPEED BAR FABCON LONGBAR,,PURCHASE, 28.00 , 22.50 , 5.50 ,,,,
4806020497334,SPEED BAR KALA,,PURCHASE, 25.00 , 20.00 , 5.00 ,,,,
4806020497563,SPEED CUTBAR BLUE ,,PURCHASE, 12.00 , 8.76 , 3.24 ,,,,
4806020497532,SPEED CUTBAR KALA ,,PURCHASE, 13.00 , 9.00 , 4.00 ,,,,
4806020497525,SPEED CUTBAR WHITE SINGLE,,PURCHASE, 14.00 , 9.00 , 5.00 ,,,,
4806020497327,SPEED LONG BAR WHITE ,,PURCHASE, 25.00 , 19.78 , 5.22 ,,,,
4806020497549,SPEED W/ FABCON CUT BAR,,PURCHASE, 13.00 , 9.05 , 3.95 ,,,,
4806014881750,SPRINGMAID TOOTHBRUSH ,,PURCHASE, 15.00 ,, NO PP ,,,,
48036214,STAR MARGARINE 100G,,PURCHASE, 35.00 , 30.00 , 5.00 ,,,,
4805358245051,STAR MARGARINE 250G,,PURCHASE, 68.00 , 65.00 , 3.00 ,,,,
4805358245150,STAR MARGARINE -twinpack ,,PURCHASE, 12.00 , 9.75 , 2.25 ,,,,
48037433,STAR SWEET BLEND,,PURCHASE, 33.00 , 30.00 , 3.00 ,,,,
4800045320158,STARWAX COLORLESS,,PURCHASE, 18.00 , 14.45 , 3.55 ,,,,
4800045320059,STARWAX RED,,PURCHASE, 18.00 , 14.45 , 3.55 ,,,,
4806507940032,SUGAR BROWN  1/2kl,,PURCHASE, 40.00 , 34.00 , 5.00 ,,,,
4806506406096,SUGAR BROWN RABBIT 1/4,,PURCHASE, 22.00 , 16.50 , 5.50 ,,,,
4806507940087,SUGAR BRWN  1/4kl ,,PURCHASE, 24.00 , 18.00 , 6.00 ,,,,
4806506406058,SUGAR RABBIT WASHED 1/2,,PURCHASE, 48.00 , 42.20 , 5.80 ,,,,
4806506406102,SUGAR RABBIT WASHED 1/4,,PURCHASE, 28.00 , 22.70 , 5.30 ,,,,
4806537370311,SUGAR WASHED 1KL ,,PURCHASE, 79.00 , 73.00 , 6.00 ,,,,
4806537370199,SUGAR WELLNESS 1/2KL,,PURCHASE, 46.00 , 39.00 , 7.00 ,,,,
4806537370182,SUGAR WELLNESS 1/4KG ,,PURCHASE, 24.00 , 19.50 , 4.50 ,,,,
4806537370205,SUGAR WELLNESS 1KG,,PURCHASE, 82.00 , 76.00 , 6.00 ,,,,
4806537370151,SUGAR WELLNESS WASHED 1/2,,PURCHASE, 44.00 , 37.00 , 6.50 ,,,,
4806537370144,SUGAR WELLNESS WASHED 1/4,,PURCHASE, 25.00 , 18.50 , 6.50 ,,,,
4806507940018,SUGAR WHITE 1/2kl (RED CAMIA) ,,PURCHASE, 44.00 , 38.00 , 6.00 ,,,,
4806506406072,SUGAR WHITE 1/4,,PURCHASE, 25.00 , 19.50 , 5.50 ,,,,
4806507940025,SUGAR WHITE 1kl ,,PURCHASE, 82.00 , 76.00 , 6.00 ,,,,
4809010524515,SUGO BLUE,,PURCHASE, 15.00 , 10.00 , 5.00 ,,,,
4809010524799,SUGO BLUE 25G,,PURCHASE, 8.00 , 4.67 , 3.33 ,,,,
4809010524034,SUGO GARLIC  100G ,,PURCHASE, 28.00 , 24.75 , 3.25 ,,,,
4809010524539,SUGO HOT 100G ,,PURCHASE, 28.00 , 24.75 , 3.25 ,,,,
4809010524553,SUGO RED ,,PURCHASE, 15.00 , 10.75 , 4.25 ,,,,
4809010524805,SUGO RED 25G ,,PURCHASE, 8.00 , 5.67 , 2.33 ,,,,
4800365881087,SUPER DELIGHT 200g,,PURCHASE, 52.00 , 47.00 , 5.00 ,,,,
4800365881315,SUPER DELIGHT BROWNIE ,,PURCHASE, 5.00 , 3.20 , 1.80 ,,,,
4800365881490,SUPER DELIGHT BROWNIE SCOTCH  ,,PURCHASE, 47.00 , 42.00 , 5.00 ,,,,
4800365881186,SUPER DELIGHT BSCOTCH ,,PURCHASE, 53.00 , 47.00 , 6.00 ,,,,
4800365881414,SUPER DELIGHT BSCOTCH BITES,,PURCHASE, 5.00 , 3.20 , 1.80 ,,,,
4800365880417,SUPER DELIGHT BSCOTCH SNACK PACK ,,PURCHASE, 78.00 , 71.75 , 6.25 ,,,,
4800365881599,SUPER DELIGHT SULIT PACK ,,PURCHASE, 39.00 , 32.17 , 6.83 ,,,,
4800365880318,SUPER DELIGHTS SNACK PACK ,,PURCHASE, 78.00 , 71.75 , 6.25 ,,,,
4806011812061,SUPER Q BIHON ,,PURCHASE, 39.00 , 33.67 , 5.33 ,,,,
4800344001413,SWAN SOY 350ML,,PURCHASE, 22.00 , 15.50 , 6.50 ,,,,
4804880322117,TAAL OIL -1L ,,PURCHASE, 149.00 , 141.00 , 8.00 ,,,,
4804880312514,TAAL OIL -bote ,,PURCHASE, 53.00 , 46.40 , 6.60 ,,,,
4806513103018,TAWAS 50g - scented ,,PURCHASE, 16.00 , 12.50 , 3.50 ,,,,
4806513103353,TAWAS 50g - unscented ,,PURCHASE, 15.00 , 11.00 , 4.00 ,,,,
9556031063367,TENDER CARE CLASSIC MILD -115g SOAP,,PURCHASE, 36.00 , 31.00 , 5.00 ,,,,
9556031063343,TENDER CARE CLASSIC MILD -80g SOAP,,PURCHASE, 32.00 , 26.50 , 5.50 ,,,,
9556031084164,TENDER CARE MILD 55g ,,PURCHASE, 15.00 , 11.00 , 4.00 ,,,,
9556031063374,TENDER CARE PINK BLOSSOM -115g SOAP,,PURCHASE, 36.00 , 31.00 , 5.00 ,,,,
9556031063350,TENDER CARE PINK BLOSSOM -80g SOAP,,PURCHASE, 26.00 ,, NO PP ,,,,
8850006590355,TENDER CARE POWDER CLASSIC MILD 50g ,,PURCHASE, 29.00 , 23.75 , 5.25 ,,,,
8850006590348,TENDER CARE POWDER MILD 100g ,,PURCHASE, 50.00 , 43.00 , 5.00 ,,,,
8850006590362,TENDER CARE POWDER pink  100g ,,PURCHASE, 36.00 , 31.00 , 5.00 ,,,,
8850006590379,TENDER CARE POWDER pink 50g ,,PURCHASE, 29.00 , 23.75 , 5.25 ,,,,
8850006593356,TENDER CARE POWDER sakura 100g ,,PURCHASE, 36.00 , 31.00 , 5.00 ,,,,
8850006593363,TENDER CARE POWDER sakura 50g ,,PURCHASE, 33.00 , 27.25 , 5.75 ,,,,
4806525541389,TENDER LOVE ,,PURCHASE, 44.00 , 38.35 , 5.65 ,,,,
4806525543543,TENDER LOVE ALOE VERA ,,PURCHASE, 39.00 , 35.70 , 3.30 ,,,,
4806525540931,TENDER LOVE SWEET ,,PURCHASE, 45.00 , 39.40 , 5.60 ,,,,
4806525540276,TENDER Wipes 80s,,PURCHASE, 44.00 , 36.67 , 7.33 ,,,,
4801288831081,THOSE DAYS 8s non wing,,PURCHASE, 17.00 , 13.00 , 4.00 ,,,,
4801288850082,THOSE DAYS 8s WINGS,,PURCHASE, 22.00 , 17.00 , 5.00 ,,,,
4801288830084,THOSE DAYS NON ,,PURCHASE, 18.00 , 13.20 , 4.80 ,,,,
4801288880089,THOSE DAYS thins (yellow) ,,PURCHASE, 17.00 , 12.50 , 4.50 ,,,,
4801288851089,THOSE DAYS W.WINGS 8s (PINK)  ,,PURCHASE, 20.00 , 15.75 , 4.25 ,,,,
4800523440316,TOMI,,PURCHASE, 28.00 , 22.25 , 5.75 ,,,,
4806537658792,TUNAY 12pcs,,PURCHASE, 26.00 , 22.75 , 3.25 ,,,,
4806537658686,TUNAY 20g ,,PURCHASE, 19.00 , 15.75 , 3.25 ,,,,
4801668608159,UFC CANOLA 1L ,,PURCHASE, 133.00 , 122.50 , 10.50 ,,,,
14285003410,UFC GOLDEN FIESTA PALM ,,PURCHASE, 152.00 ,142, 10.00 ,,,,
14285000051,UFC HOT & SPICY ,,PURCHASE, 35.00 , 30.25 , 4.75 ,,,,
14285003229,UFC HOT SAUCE ,,PURCHASE, 28.00 , 22.75 , 5.25 ,,,,
14285000068,UFC KETCHUP  320g ,,PURCHASE, 30.00 , 26.00 , 4.00 ,,,,
14285002789,UFC Ketchup 100g,,PURCHASE, 15.00 , 10.25 , 4.75 ,,,,
14285003045,UFC KETCHUP 1KG,,PURCHASE, 73.00 , 65.50 , 7.50 ,,,,
14285003656,UFC KETCHUP 200g ,,PURCHASE, 22.00 , 17.50 , 4.50 ,,,,
14285001119,UFC KETCHUP 2KG,,PURCHASE, 98.00 , 94.90 , 3.10 ,,,,
14285000075,UFC KETCHUP 550g ,,PURCHASE, 47.00 , 41.75 , 5.25 ,,,,
14285003250,UFC POUCH 320g ,,PURCHASE, 26.00 , 21.50 , 4.50 ,,,,
14285000891,UFC SWEET CHILLI,,PURCHASE, 42.00 , 37.00 , 5.00 ,,,,
14285003076,UFC TOMATO SAUCE FIL 115g ,,PURCHASE, 15.00 , 12.25 , 2.75 ,,,,
14285003984,UFC TOMATO SAUCE GUISADO 115g ,,PURCHASE, 16.00 , 13.25 , 2.75 ,,,,
8996001305201,VALMER,,PURCHASE, 9.00 , 5.20 , 3.80 ,,,,
4800377103429,VIGIL CANDLE YELLOW,,PURCHASE, 70.00 , 60.00 , 10.00 ,,,,
4800110021980,WHITEKING CLASSIC champorado (113g),,PURCHASE, 42.00 , 35.25 , 6.75 ,,,,
4806521791535,WL SUGPO PRAWN ,,PURCHASE, 27.00 , 22.25 , 4.75 ,,,,
4800365881483,S.DELIGHT BROWNIE SCOTCH,,PURCHASE, 5.00 ,3, 2.00 ,,,,
4902430764902,ARIEL LIQUID PASSION,,PURCHASE, 16.00 , 13.25 , 2.75 ,,,,
4806534312857,BEAR GUMMY PACK ,,PURCHASE, 14.00 , 6.20 , 7.80 ,,,,
4809010919885,BLACKENING SHAMPOO /PIECE,,PURCHASE, 10.00 ,, NO PP ,,,,
745110131021,CLEAN UP DISHWASHING KALA,,PURCHASE, 35.00 , 28.00 , 7.00 ,,,,
745110131052,CLEAN UP DISHWASHING LEMON ,,PURCHASE, 35.00 , 28.00 , 7.00 ,,,,
4800110006819,CREAMY CLASSIC HOTCAKE 200G,,PURCHASE, 37.00 , 31.25 , 5.75 ,,,,
4800040211123,CURLY TOPS,,PURCHASE, 27.00 , 22.50 , 4.50 ,,,,
8853002310385,DUTCHMILL MANGO 180ML,,PURCHASE, 25.00 , 19.25 , 5.75 ,,,,
8853002310415,DUTCHMILL MANGO 90ML,,PURCHASE, 16.00 , 10.90 , 5.10 ,,,,
8853002302038,DUTCHMILL SUPERFRUIT,,PURCHASE, 25.00 , 19.25 , 5.75 ,,,,
4804880551135,FRITO PLUS C.OIL ,,PURCHASE, 58.00 , 52.75 , 5.25 ,,,,
4800092113352,FROOTEES SINGLE,,PURCHASE, 9.00 , 6.20 , 2.80 ,,,,
4800130100030,GIN 2X2,,PURCHASE, 63.00 , 55.00 , 8.00 ,,,,
4800130100016,GIN 4X4,,PURCHASE, 132.00 , 123.00 , 9.00 ,,,,
4800034011357,HAPEE FRESH COOL 100ML,,PURCHASE, 78.00 , 70.00 , 8.00 ,,,,
4800034017557,HAPEE ICY FRESH 100ML,,PURCHASE, 86.00 , 78.00 , 8.00 ,,,,
4802288816047,HAPPY PANTS XXXL,,PURCHASE, 50.00 , 42.50 , 7.50 ,,,,
4808888004914,IRISH SPRING ALOE,,PURCHASE, 58.00 , 48.33 , 9.67 ,,,,
9556006060193,JB BATH,,PURCHASE, 48.00 , 43.00 , 5.00 ,,,,
4801010107118,JB BLOSSOM 50G,,PURCHASE, 33.00 , 27.50 , 5.50 ,,,,
4801010105107,JB BLOSSOMS,,PURCHASE, 34.00 , 26.25 , 7.75 ,,,,
9556006060346,JB LOTION MILK & RICE 100ML ,,PURCHASE, 88.00 , 81.00 , 7.00 ,,,,
9556006060308,JB MILK 100ML ,,PURCHASE, 52.00 , 47.25 , 4.75 ,,,,
4808885172807,JERGENS MILD SOAP ,,PURCHASE, 49.00 , 47.00 , 2.00 ,,,,
4801010105206,JJ BLOSSOM 100g,,PURCHASE, 48.00 , 41.35 , 6.65 ,,,,
9556006060643,JJ OIL  125ml ,,PURCHASE, 120.00 , 116.25 , 3.75 ,,,,
8850007500629,JJ prickly 200g ,,PURCHASE, 94.00 , 91.00 , 3.00 ,,,,
8850007500278,JJ prickly 50g ,,PURCHASE, 28.00 , 24.50 , 3.50 ,,,,
9556006014547,JJ TEAR FREE  ,,PURCHASE, 79.00 , 73.75 , 5.25 ,,,,
9556006012086,JJ TOP TOE 100ML ,,PURCHASE, 80.00 , 76.00 , 4.00 ,,,,
22000015570,JUICY FRUIT BAR ,,PURCHASE, 10.00 ,, NO PP ,,,,
6924180200347,KAMI SINGLE,,PURCHASE, 13.00 , 8.02 , 4.98 ,,,,
TOMAS,MANG TOMAS SACHET,,PURCHASE, 15.00 ,, NO PP ,,,,
4800523220482,MOBY CHOCO 60G,,PURCHASE, 20.00 , 14.50 , 5.50 ,,,,
4806528220533,MT ELBOW MACA 400g,,PURCHASE, 30.00 ,, NO PP ,,,,
4809011349469,SNF IODIZED SALT 1/2KL ,,PURCHASE, 17.00 , 13.40 , 3.60 ,,,,
4809011349476,SNF IODIZED SALT 1/4 KL ,,PURCHASE, 10.00 , 6.95 , 3.05 ,,,,
4808887012019,STAR  CBEEF 260G ,,PURCHASE, 54.00 , 50.50 , 3.50 ,,,,
4808887012002,STAR CHUNKY C.BEEF 150G ,,PURCHASE, 39.00 , 34.25 , 3.25 ,,,,
4808887011852,STAR CORNED BEEF 150G,,PURCHASE, 32.00 , 28.50 , 3.50 ,,,,
4808887011685,STAR CORNED BEEF 260G ,,PURCHASE, 52.00 , 49.00 , 3.00 ,,,,
8851198048013,STREPSILS 2s cool,,PURCHASE, 43.00 , 34.34 , 8.66 ,,,,
8851198038014,STREPSILS 2s orange,,PURCHASE, 43.00 , 34.34 , 8.66 ,,,,
8851198028015,STREPSILS HONEY & LEMON ,,PURCHASE, 20.00 , 16.82 , 3.18 ,,,,
4800888282972,SUNSILK LONG,,PURCHASE, 39.00 , 31.38 , 7.63 ,,,,
4809011168039,SUPEROX 1L  ,,PURCHASE, 32.00 , 28.65 , 3.35 ,,,,
4800888151834,SURF TAWAS 6s,,PURCHASE, 45.00 ,, NO PP ,,,,
4800154156884,UNIPAK SQUID ,,PURCHASE, 82.00 ,, NO PP ,,,,
4806519893890,VERY GOOD DISHWASHING ,,PURCHASE, 35.00 , 27.00 , 8.00 ,,,,
4806519893883,VERY GOOD LIQUID DETERGENT 500ML ,,PURCHASE, 35.00 , 27.00 , 8.00 ,,,,
8851028001935,VITAMILK 110ML 6s,,PURCHASE, 80.00 , 54.00 , 26.00 ,,,,
8851028002314,VITAMILK TETRA ,,PURCHASE, 23.00 ,, NO PP ,,,,
4806028510011,WESLSY BERRIES,,PURCHASE, 12.00 , 7.00 , 5.00 ,,,,
4806028510073,WESLSY BUNDLE GUMMY,,PURCHASE, 12.00 ,, NO PP ,,,,
4800147210715,ZIM CLEANING PADS ,,PURCHASE, 37.00 ,, NO PP ,,,,
4806018405655,LAVA CAKE SOLO,, PURCHASE , 10.00 , 7.00 , 3.00 ,,,,
datu,DATU SOY,, PURCHASE , 14.00 ,, NO PP ,,,,
4806020422312,WINROX FLOWER 1L FLOWER,, PURCHASE , 42.00 , 36.25 , 5.75 ,,,,
4800888225245,KNORR LIQUID 12ML,, PURCHASE , 8.00 , 5.42 , 2.58 ,,,,
4800040314411,CHOCO CHIP 36G,, PURCHASE , 16.00 , 12.00 , 4.00 ,,,,
4800017974808,RAM BAKING SODA 250G,, PURCHASE , 28.00 , 22.75 , 5.25 ,,,,
