BARCODE,ITEM DESCRIPTION,, SUPPLIER , SELLING PRICE , PURCHASE PRICE , REV ,,,,
6920354823985,COLGATE 2'S P139 ,,P&G, 139.00 , 132.45 , 6.55 ,,,,
8850006327470,COLGATE 2'S TRIPLE ACTION,,P&G, 175.00 , 165.00 , 10.00 ,,,,
8850006331873,COLGATE BRUSH 3s ,,P&G, 265.00 , 254.50 , 10.50 ,,,,
4808888200583,COLGATE BRUSH KID ,,P&G, 15.00 , 11.50 , 3.50 ,,,,
8850006323670,COLGATE FC 66g ,,P&G, 51.00 , 48.00 , 3.00 ,,,,
8850006325230,COLGATE FRESH 20G,,P&G, 12.00 , 8.38 , 3.63 ,,,,
8850006323694,COLGATE GREEN 193g,,P&G, 102.00 , 96.35 , 5.65 ,,,,
8850006327432,COLGATE GRF 132G,,P&G, 167.00 , 157.00 , 10.00 ,,,,
8850006320495,COLGATE GRF 214G,,P&G, 149.00 , 139.00 , 10.00 ,,,,
8850006320518,COLGATE GRF 74G,,P&G, 56.00 , 52.25 , 3.75 ,,,,
8850006342213,COLGATE MINION ,,P&G, 38.00 , 34.82 , 3.18 ,130.27,,,
6920354826542,COLGATE PEPPERMINT 175g,,P&G, 163.00 , 153.00 , 10.00 ,#REF!,,,
6920354826559,COLGATE PEPPERMINT ICE ,,P&G, 150.00 , 140.00 , 10.00 ,,,,
8850006302132,COLGATE PLAX 250,,P&G, 119.00 , 99.10 , 19.90 ,,,,
4808888103228,COLGATE PLAX 250 ,,P&G, 109.00 , 99.10 , 9.90 ,,,,
8850006304563,COLGATE PLAX 60ML ,,P&G, 42.00 , 35.00 , 7.00 ,,,,
8850006304556,COLGATE PLAX FMINT 60ML ,,P&G, 36.00 , 29.25 , 6.75 ,,,,
8850006936337,COLGATE SALT ,,P&G, 167.00 , 159.00 , 8.00 ,,,,
8850006342909,COLGATE SALT 132G,,P&G, 89.00 , 86.25 , 2.75 ,,,,
8850006342916,COLGATE SALT 180g,,P&G, 110.00 , 105.50 , 4.50 ,,,,
8850006342893,COLGATE SALT 35G,,P&G, 27.00 , 23.00 , 4.00 ,,,,
8850006327456,COLGATE SPICY ,,P&G, 143.00 , 133.25 , 9.75 ,,,,
8850006322949,COLGATE SPICY 66g ,,P&G, 63.00 , 57.50 , 5.50 ,,,,
8850006325223,COLGATE SPICY FRESH,,P&G, 10.00 , 7.67 , 2.33 ,,,,
8935236000895,COLGATE TBRUSH ,,P&G, 50.00 , 40.00 , 10.00 ,,,,
4808888320106,COLGATE TBRUSH ,,P&G, 19.00 , 13.00 , 6.00 ,,,,
8935236000734,COLGATE TBRUSH  ,,P&G, 35.00 , 28.00 , 7.00 ,,,,
4808888201436,COLGATE TBRUSH 3'S ,,P&G, 115.00 , 109.25 , 5.75 ,,,,
6920354817724,COLGATE TIGER ,,P&G, 28.00 , 24.25 , 3.75 ,,,,
8850006325049,COLGATE TRIPLE ACTION 66G ,,P&G, 77.00 , 71.50 , 5.50 ,,,,
8850006327425,COLGATE WHITE 2s P159,,P&G, 189.00 , 179.00 , 10.00 ,,,,
4902430873703,DOWNY  KULOB  25ml ,,P&G, 7.00 , 5.64 , 1.36 ,,,,
4902430832816,DOWNY 2LAB GARDEN (6+1),,P&G, 52.00 , 45.90 , 6.10 ,,,,
4902430346184,DOWNY 2LABA,,P&G, 10.00 , 8.54 , 1.46 ,,,,
4902430727143,DOWNY 2LABA PASSION,,P&G, 10.00 , 8.58 , 1.42 ,,,,
4902430346177,DOWNY 2LABA SUNRISE,,P&G, 10.00 , 8.58 , 1.42 ,,,,
4902430785495,DOWNY 3PID  MYSTIQUE 63ml ,,P&G, 18.00 , 16.25 , 1.75 ,,,,
4902430424264,DOWNY 3PID ANTIBAC,,P&G, 17.00 , 15.75 , 1.25 ,,,,
4902430513074,DOWNY 3PID GARDEN,,P&G, 17.00 , 15.13 , 1.88 ,,,,
4902430635370,DOWNY 3PID KULOB 69ml ,,P&G, 17.00 , 15.33 , 1.67 ,,,,
4902430424288,DOWNY 3PID PASSION  ,,P&G, 18.00 , 15.33 , 2.67 ,,,,
4902430513081,DOWNY 3PID SUNRISE ,,P&G, 17.00 , 15.33 , 1.67 ,,,,
4902430452953,DOWNY ANTBAC 360ML,,P&G, 67.00 ,, NO PP ,,,,
4902430728560,DOWNY ANTI 266ML ,,P&G, 53.00 , 49.00 , 4.00 ,,,,
4902430344876,DOWNY ANTIBAC  22ml ,,P&G, 7.00 , 5.27 , 1.73 ,,,,
4902430846424,DOWNY ANTIBAC 23ML(6+1),,P&G, 8.00 , 5.92 , 2.08 ,,,,
4902430627528,DOWNY ANTIBAC 710ml ,,P&G, 143.00 , 136.25 , 6.75 ,,,,
4902430679473,DOWNY BABY GENTLE (P5) 27ml ,,P&G, 6.00 , 4.96 , 1.04 ,,,,
4902430774024,DOWNY BLISSFUL TRI,,P&G, 17.00 , 15.33 , 1.67 ,,,,
4902430877572,DOWNY BLOOM 43g,,P&G, 10.00 , 9.51 , 0.49 ,,,,
4987176078254,DOWNY FRENCH TRI,,P&G, 18.00 , 16.30 , 1.70 ,,,,
4902430728270,DOWNY FRESH 266ML ,,P&G, 53.00 , 49.00 , 4.00 ,,,,
4902430846455,DOWNY GARDEN 24ML (6+1),,P&G, 36.00 , 29.65 , 6.35 ,,,,
4902430453295,DOWNY GARDEN BLOOM (P5) 25ml ,,P&G, 6.00 , 4.96 , 1.04 ,,,,
4902430452724,DOWNY GARDEN BLOOM 360ML,,P&G, 67.00 , 62.75 , 4.25 ,,,,
4902430452779,DOWNY GARDEN BLOOM 690ML ,,P&G, 137.00 , 130.35 , 6.65 ,,,,
4902430928960,DOWNY KULOB (6+1),,P&G, 39.00 , 31.67 , 7.33 ,,,,
4902430873727,DOWNY KULOB 690ml ,,P&G, 137.00 , 133.67 , 3.33 ,,,,
4902430867900,DOWNY KULOB 800ML ,,P&G, 197.00 , 192.75 , 4.25 ,,,,
4902430729925,DOWNY MYSTIQUE (P5) 25ml ,,P&G, 8.00 , 5.92 , 2.08 ,,,,
4902430729901,DOWNY PASSION 25ml ,,P&G, 7.00 , 4.62 , 2.38 ,,,,
4902430622080,DOWNY PASSION 640ml ,,P&G, 137.00 , 133.67 , 3.33 ,,,,
4902430276337,DOWNY PASSION 800ML ,,P&G, 197.00 , 193.00 , 4.00 ,,,,
4902430732970,DOWNY PASSION REFILL 451ML ,,P&G, 99.00 , 95.25 , 3.75 ,,,,
4902430401845,DOWNY SUNRISE FRESH (P5) 25ml ,,P&G, 8.00 , 5.88 , 2.13 ,,,,
4902430453028,DOWNY SUNRISE FRESH 720ml ,,P&G, 142.00 , 136.25 , 5.75 ,,,,
4902430972260,DOWNY SUNRISE REFILL 375ML ,,P&G, 67.00 , 63.55 , 3.45 ,,,,
4902430687355,DOWNY SWEET HEART 640ML,,P&G, 144.00 , 138.50 , 5.50 ,,,,
8888826019589,GILLETTE blue,,P&G, 38.00 , 22.21 , 15.79 ,,,,
4902430396028,HEAD & SHOULDER BOTT PINK 170ML ,,P&G, 182.00 , 172.50 , 9.50 ,,,,
4902430333597,HEAD & SHOULDER GREEN ,,P&G, 45.00 , 39.60 , 5.40 ,,,,
4902430698658,HEAD & SHOULDER PINK,,P&G, 45.00 , 39.60 , 5.40 ,,,,
4902430396035,HEAD SHOULDER 170ML,,P&G, 182.00 , 172.25 , 9.75 ,,,,
4902430522809,HEAD&SHOULDER MEN,,P&G, 39.00 , 34.68 , 4.32 ,,,,
4902430867313,JOY ANTIBAC (99),,P&G, 99.00 , 88.18 , 10.82 ,,,,
4902430389556,JOY ANTIBAC 40ML ,,P&G, 14.00 , 11.00 , 3.00 ,,,,
4902430867344,JOY ANTIBAC 790ml,,P&G, 184.00 , 178.32 , 5.68 ,,,,
4902430855280,JOY ANTIBC 175ML ,,P&G, 46.00 , 42.00 , 4.00 ,,,,
4902430154154,JOY KALA 175ML ,,P&G, 62.00 , 57.00 , 5.00 ,,,,
4902430867306,JOY KALA 475ML,,P&G, 109.00 , 99.00 , 10.00 ,,,,
4902430389532,JOY KALA45ML ,,P&G, 15.00 , 10.79 , 4.21 ,,,,
4902430389563,JOY LEMON 40ML ,,P&G, 15.00 , 10.61 , 4.39 ,,,,
4902430867290,JOY LEMON(99),,P&G, 99.00 , 81.93 , 17.07 ,,,,
4902430296847,OLAY CREAM 7g ALL IN 1,,P&G, 19.00 , 13.94 , 5.06 ,,,,
4902430694612,OLAY PINK CREAM 7g,,P&G, 21.00 , 15.13 , 5.87 ,,,,
4902430693110,OLAY WHITENING 60g,,P&G, 35.00 , 30.50 , 4.50 ,,,,
4902430349062,ORAL B TOOTHBRUSH ,,P&G, 24.00 , 18.75 , 5.25 ,,,,
4987176077394,ORAL B TOOTHBRUSH ,,P&G, 16.00 , 12.01 , 3.99 ,,,,
8850006480786,PALMOLIVE ARGAN ORANGE,,P&G, 36.00 ,, NO PP ,,,,
8850006480755,PALMOLIVE AROMA by 6,,P&G, 36.00 ,, NO PP ,,,,
8850006480748,PALMOLIVE BLUE 6s,,P&G, 39.00 , 33.50 , 5.50 ,,,,
8850006480724,PALMOLIVE GLO 6s,,P&G, 36.00 ,, NO PP ,,,,
4808888411705,PALMOLIVE GREEN 180ML,,P&G, 108.00 , 99.00 , 9.00 ,,,,
8850006493038,PALMOLIVE GREEN 6s,,P&G, 39.00 , 30.00 , 9.00 ,,,,
4808888413594,PALMOLIVE INTENSIVE 90ML ,,P&G, 53.00 , 47.45 , 5.55 ,,,,
9556031076596,PALMOLIVE PAP SOAP 115g,,P&G, 39.00 , 35.75 , 3.25 ,,,,
4808888413709,PALMOLIVE PINK 180ML,,P&G, 108.00 , 99.00 , 9.00 ,,,,
8850006480731,PALMOLIVE RED 6s,,P&G, 36.00 , 104.04 , (68.04),,,,
4808888411583,PALMOLIVE SMOOTH 90ML ,,P&G, 53.00 , 47.54 , 5.46 ,,,,
9556031084133,PALMOLIVE SOAP 55g,,P&G, 16.00 , 12.25 , 3.75 ,,,,
4808888431222,PALMOLIVE STRAIGHT 90ML ,,P&G, 53.00 , 48.00 , 5.00 ,,,,
8850006493045,PALMOLIVE VLT 6s,,P&G, 36.00 , 30.00 , 6.00 ,,,,
4902430747011,PAMPERS PANTS L 4s,,P&G, 48.00 , 43.29 , 4.71 ,,,,
4902430746984,PAMPERS PANTS M 4s,,P&G, 40.00 , 35.60 , 4.40 ,,,,
4902430816045,PAMPERS PANTS M 9s,,P&G, 74.00 , 70.60 , 3.40 ,,,,
4902430746991,PAMPERS PANTS XL 4s,,P&G, 56.00 , 52.91 , 3.09 ,,,,
4902430816069,PAMPERS PANTS XL 7s,,P&G, 88.00 , 82.48 , 5.52 ,,,,
4902430766470,PAMPERS PANTS XXL 11s,,P&G, 144.00 , 140.58 , 3.42 ,,,,
4902430747028,PAMPERS PANTS XXL 3s,,P&G, 52.00 , 46.20 , 5.80 ,,,,
4902430698085,PANTENE  PINK 6s,,P&G, 39.00 , 30.72 , 8.28 ,,,,
4902430874137,PANTENE 3MIN 9ML ,,P&G, 36.00 , 64.00 , (28.00),,,,
4902430874069,PANTENE 3MIN BOTT ,,P&G, 138.00 , 133.00 , 5.00 ,,,,
4902430634014,PANTENE BIOTIN,,P&G, 8.00 , 6.51 , 1.49 ,,,,
4902430634007,PANTENE COLLAGEN 6s,,P&G, 45.00 , 39.38 , 5.62 ,,,,
4902430762625,PANTENE KERA ,,P&G, 8.00 , 5.22 , 2.78 ,,,,
4808888431444,PMOLIVE SILKY 180,,P&G, 94.00 , 88.90 , 5.10 ,,,,
4902430698078,REJOICE 3IN1,,P&G, 39.00 ,34.8, 4.20 ,,,,
4902430754767,REJOICE SMOOTH 16ML 6s,,P&G, 33.00 ,29.94, 3.06 ,,,,
4902430675406,SAFEGUARD 3's 175g ,,P&G, 194.00 , 185.75 , 8.25 ,,,,
4902430858540,SAFEGUARD 3s 175g lemon ,,P&G, 165.00 , 160.00 , 5.00 ,,,,
4902430244961,SAFEGUARD 3s G 85g,,P&G, 85.00 , 82.25 , 2.75 ,,,,
4902430244947,SAFEGUARD 3s GREEN 130g,,P&G, 117.00 , 113.34 , 3.66 ,,,,
4902430184298,SAFEGUARD 3s P 85g,,P&G, 97.00 , 90.75 , 6.25 ,,,,
4902430184311,SAFEGUARD 3s PINK 130g,,P&G, 140.00 , 133.00 , 7.00 ,,,,
4902430381857,SAFEGUARD 3s VLT 130g,,P&G, 139.00 , 128.34 , 10.66 ,,,,
4902430159258,SAFEGUARD 3s W 85g,,P&G, 98.00 , 90.75 , 7.25 ,,,,
4902430160896,SAFEGUARD 3s WHITE 130g,,P&G, 140.00 , 133.00 , 7.00 ,,,,
4902430803717,SAFEGUARD 3s Y 85g,,P&G, 97.00 , 91.00 , 6.00 ,,,,
4902430803731,SAFEGUARD 3s YELLOW 130g,,P&G, 140.00 , 133.00 , 7.00 ,,,,
4902430197359,SAFEGUARD ARC 130g,,P&G, 48.00 , 43.10 , 4.90 ,,,,
4902430327428,SAFEGUARD ARC 60g,,P&G, 24.00 , 19.33 , 4.67 ,,,,
4902430902571,SAFEGUARD ARCTIC JUMBO 175g,,P&G, 66.00 , 60.00 , 6.00 ,,,,
4902430935999,SAFEGUARD BEIGE 130g ,,P&G, 48.00 , 43.10 , 4.90 ,,,,
4902430881937,SAFEGUARD CHARC 108g,,P&G, 74.00 , 70.55 , 3.45 ,,,,
4902430881951,SAFEGUARD DETOX 108g,,P&G, 74.00 , 70.55 , 3.45 ,,,,
4902430951371,SAFEGUARD GRN  60g,,P&G, 22.00 , 17.60 , 4.40 ,,,,
4902430935593,SAFEGUARD GRN 130g,,P&G, 44.00 , 40.46 , 3.54 ,,,,
4902430381772,SAFEGUARD IVO 60g,,P&G, 22.00 , 17.60 , 4.40 ,,,,
4902430841399,SAFEGUARD LEMON JUMBO 175g,,P&G, 70.00 , 65.50 , 4.50 ,,,,
4902430935616,SAFEGUARD PINK 130g,,P&G, 49.00 , 45.00 , 4.00 ,,,,
4902430674034,SAFEGUARD PINK 175G ,,P&G, 69.00 , 64.50 , 4.50 ,,,,
4902430495141,SAFEGUARD PINK 85G,,P&G, 43.00 , 36.00 , 7.00 ,,,,
4902430951357,SAFEGUARD PNK  60g,,P&G, 22.00 , 17.60 , 4.40 ,,,,
4902430935654,SAFEGUARD PPYA 130G ,,P&G, 51.00 , 47.25 , 3.75 ,,,,
4902430495073,SAFEGUARD WH85g,,P&G, 43.00 , 37.00 , 6.00 ,,,,
4902430222891,SAFEGUARD WHI 175g,,P&G, 70.00 , 64.50 , 4.50 ,,,,
4902430945554,SAFEGUARD WHI 60g,,P&G, 24.00 , 19.25 , 4.75 ,,,,
4902430934800,SAFEGUARD WHITE 130g,,P&G, 52.00 , 46.50 , 5.50 ,,,,
4902430803700,SAFEGUARD Y85g ,,P&G, 43.00 , 35.85 , 7.15 ,,,,
4902430803724,SAFEGUARD YEL 130g,,P&G, 52.00 , 46.50 , 5.50 ,,,,
4902430803694,SAFEGUARD YEL 60g,,P&G, 24.00 , 19.25 , 4.75 ,,,,
20800712705,SECRET DEODORANT 14g ,,P&G, 85.00 , 81.21 , 3.79 ,,,,
4902430884013,TIDE (6+1) DOWNY ,,P&G, 16.00 , 14.44 , 1.56 ,,,,
4987176106964,TIDE (ODOR) 74g ,,P&G, 16.00 , 13.95 , 2.05 ,,,,
4902430431149,TIDE BAR,,P&G, 16.00 , 13.50 , 2.50 ,,,,
4902430387286,TIDE BAR  380g ,,P&G, 43.00 , 38.00 , 5.00 ,,,,
4902430411509,TIDE BAR W.DOWNY  ,,P&G, 29.00 , 25.42 , 3.58 ,,,,
4902430411523,TIDE DOWNY 450g ,,P&G, 32.00 , 28.27 , 3.73 ,,,,
4902430611312,TIDE DOWNY JUMBO 74g ,,P&G, 15.00 , 12.35 , 2.65 ,,,,
4902430587907,TIDE JUMBO 80g,,P&G, 14.00 , 11.29 , 2.71 ,,,,
4902430587914,TIDE LEMON&KALA 74G,,P&G, 14.00 , 12.03 , 1.97 ,,,,
4902430831406,TIDE ORIG 74g ,,P&G, 16.00 , 13.58 , 2.42 ,,,,
4902430278119,TIDE ORIG BAR ,,P&G, 27.00 , 21.46 , 5.54 ,,,,
4902430884020,TIDE ORIG FRESH 74g,,P&G, 15.00 , 13.96 , 1.04 ,,,,
4902430411530,TIDE w DOWNY CUT ,,P&G, 17.00 , 13.65 , 3.35 ,,,,
4902430831161,TIDE W DOWNY GARDEN ,,P&G, 16.00 , 14.25 , 1.75 ,,,,
4902430831338,TIDE w DOWNY PER PC,,P&G, 15.00 , 11.15 , 3.85 ,,,,
4902430293426,WHISPER COTTONY NON WINGS ,,P&G, 42.00 , 37.50 , 4.50 ,,,,
4902430293402,WHISPER COTTONY WINGS 8s,,P&G, 41.00 , 35.19 , 5.81 ,,,,
6920354837937,COLGATE OCEAN 110G,,P&G, 103.00 , 95.00 , 8.00 ,,,,
4902430908337,HEAD & SHOULDER PINK 6s,,P&G, 40.00 , 35.50 , 4.50 ,,,,
4800888282965,SUNSILK ANTI DANDRUFF 6s,,P&G, 39.00 ,, NO PP ,,,,
4987176208569,SAFEGURAD ARCTIC 81G,, P&G , 32.00 , 27.75 , 4.25 ,,,,
4987176222572,DOWNY BLOSSOM 66ML,, P&G , 17.00 , 15.73 , 1.27 ,,,,
2304702077055,DOWNY SUNRISE 24ML,, P&G , 7.00 , 5.46 , 1.54 ,,,,
4987176043221,HEAD & SHOULDER 12ML,, P&G , 39.00 , 35.50 , 3.50 ,,,,
4987176171238,DOWNY 3PID FRESH BOUQUET,, P&G , 18.00 , 15.42 , 2.58 ,,,,
4987176222367,SAFEUARD WHITE 60G,, P&G , 23.00 , 19.33 , 3.67 ,,,,
4902430093835,JOY KALAMANSI 250ML,, P&G , 88.00 , 80.50 , 7.50 ,,,,
4902430278096,TIDE BAR NATURE 360G,, P&G , 42.00 , 37.75 , 4.25 ,,,,
4987176220653,SAFEGUARD WHITE CAMELIA,, P&G , 24.00 , 126.00 , 4.67 ,,,,
4902430790208,JOY ANTIBAC ,,P&G , 15.00 , 11.17 , 3.83 ,,,,
766966325617,3JM COCO 50g,,PURCHASE, 35.00 , 30.75 , 4.25 ,,,,
4801958250006,AJI VETSIN (250G),,PURCHASE, 48.00 , 44.25 , 3.75 ,,,,
4801958342008,AJI VETSIN 24G,,PURCHASE, 6.00 , 5.50 , 0.50 ,,,,
4801958300107,AJINOMOTO 10g x 18,,PURCHASE, 70.00 , 61.25 , 8.75 ,,,,
4800067054482,BABY FLO BUDS,,PURCHASE, 40.00 , 34.50 , 5.50 ,,,,
4800067034040,BABY FLO L SOAP ,,PURCHASE, 54.00 , 50.00 , 4.00 ,,,,
4800067070604,BABY FLO P.JELLY ,,PURCHASE, 44.00 ,, NO PP ,,,,
4804880233161,BAGUIO CANOLA OIL ,,PURCHASE, 119.00 , 111.50 , 7.50 ,,,,
4804880214139,BAGUIO OIL 40ML ,,PURCHASE, 8.00 , 6.00 , 2.00 ,,,,
4806519824573,BF KIDDIE  ,,PURCHASE, 29.00 , 23.55 , 5.45 ,,,,
4808680023809,BF MAYO 470ml ,,PURCHASE, 109.00 , 104.50 , 4.50 ,,,,
4808680022888,BF REGULAR MAYO 220ML,,PURCHASE, 96.00 , 91.70 , 4.30 ,,,,
4808680022611,BF SALAD /SANDWICH MATE 220ML ,,PURCHASE, 46.00 , 42.50 , 3.50 ,,,,
4806501690667,BIG OVEN BROWNIES 200G,,PURCHASE, 45.00 ,, NO PP ,,,,
4807770100611,BINGO DOUBLE CHOCO 10'S,,PURCHASE, 52.00 , 49.00 , 3.00 ,,,,
4807770100536,BINGO ORANGE 10'S,,PURCHASE, 52.00 , 49.00 , 3.00 ,,,,
BIOFLU,BIOFLU,,PURCHASE, 12.00 ,, NO PP ,,,,
4800092556920,BROWNIE BREAK,,PURCHASE, 5.00 ,, NO PP ,,,,
4807770122170,BUTTER COCONUT 10'S 250G,,PURCHASE, 62.00 , 57.00 , 5.00 ,,,,
4800488070016,CARESS ADULT DIAPER - MEDIUM ,,PURCHASE, 166.00 , 157.00 , 9.00 ,,,,
4800488070030,CARESS ADULT DIAPER -LARGE,,PURCHASE, 206.00 , 196.50 , 9.50 ,,,,
4800488099758,CARESS UNDERPADS ,,PURCHASE, 149.00 , 139.95 , 9.05 ,,,,
4800488099741,CARESS UNDERPADS TEA TREE M 10s,,PURCHASE, 182.00 , 173.00 , 9.00 ,,,,
4800249017021,CDO CHEESY FRANKS 1/2KL ,,PURCHASE, 108.00 , 95.00 , 13.00 ,,,,
4800249900804,CDO VIENA SAUSAGE,,PURCHASE, 46.00 , 40.00 , 6.00 ,,,,
7622201394493,EDEN PROMO,,PURCHASE, 55.00 , 50.00 , 5.00 ,,,,
EDENPROMO,EDEN PROMO,,PURCHASE, 52.00 , 46.00 , 4.00 ,,,,
4800142118283,EMPE D.LIGHT LNECK,,PURCHASE, 142.00 , 130.27 , 11.73 ,,,,
4800110099576,FIESTA CARBONARA PACK,,PURCHASE, 148.00 , 138.00 , 10.00 ,,,,
4800110060620,FIESTA ELBOW,,PURCHASE, 33.00 , 27.25 , 5.75 ,,,,
4800110060729,FIESTA FAMILY ,,PURCHASE, 47.00 , 42.00 , 5.00 ,,,,
4800024575500,FILIPINO STYLE 900G ,,PURCHASE, 95.00 , 86.43 , 8.57 ,,,,
FISHBALL,FISHBALL 1/2kl,, FROZ+KOR , 38.00 , 25.00 , 13.00 ,,,,
FIT,FIT & RIGHT ,,PURCHASE, 34.00 , 25.67 , 8.33 ,,,,
4806535180691,FOOD COLOR ORANGE ,,PURCHASE, 10.00 , 5.00 , 5.00 ,,,,
48043472,FORTUNE SPLASH,,PURCHASE, 125.00 ,, NO PP ,,,,
4806536342333,FRENCH FRIES ,,PURCHASE, 140.00 , 120.00 , 20.00 ,,,,
4806506703904,FROSTY POP ASSTD,,PURCHASE, 22.00 , 19.80 , 2.20 ,,,,
4800103344386,FRUITY BON TMARIND ,,PURCHASE, 40.00 , 35.00 , 5.00 ,,,,
4902806015560,GATSBY WAX HARD ,,PURCHASE, 8.00 ,, NO PP ,,,,
GILLETTE,GILLETTE GREEN,,PURCHASE, 45.00 , 40.00 , 5.00 ,,,,
4800220533359,GIN KAPITAN  BILOG ,,PURCHASE, 55.00 , 47.00 , 8.00 ,,,,
4800047865817,GREENCROSS FOREVER GLOW ,,PURCHASE, 25.00 , 19.74 , 5.26 ,,,,
4806515160217,GRIPS GEL 14G (YELLOW) ,,PURCHASE, 8.00 , 1.67 , 6.33 ,,,,
4806515160187,GRIPS GEL 14G (YELLOW) ,,PURCHASE, 8.00 , 1.67 , 6.33 ,,,,
4806515160255,GRIPS HAIR GEL 60G (GREEN),,PURCHASE, 25.00 , 17.00 , 8.00 ,,,,
4806515160224,GRIPS HAIR GEL 60G (YELLOW) ,,PURCHASE, 25.00 , 17.00 , 8.00 ,,,,
4800034017441,HAPEE BLUE,,PURCHASE, 13.00 ,, NO PP ,,,,
4800249012033,HIGHLAND CBEEF ,,PURCHASE, 67.00 , 61.25 , 5.75 ,,,,
4800249011319,HIGHLANDS CORNED BEEF 150G,,PURCHASE, 58.00 , 51.50 , 6.50 ,,,,
4806503540007,HYGEEN BALLS,,PURCHASE, 19.00 , 14.00 , 5.00 ,,,,
4800030210105,IDEAL COCONUT ,,PURCHASE, 52.00 , 48.25 , 3.75 ,,,,
4806018401589,INIPIT,,PURCHASE, 8.00 , 5.30 , 2.70 ,,,,
IRISH,IRISH SPRING ,,PURCHASE, 49.00 , 39.89 , 9.11 ,,,,
4800092116438,JUNGLE COOKIE BITES,,PURCHASE, 29.00 , 23.11 , 5.89 ,,,,
4806516212434,KAMI  TISSUE 12s,,PURCHASE, 86.00 , 80.75 , 5.25 ,,,,
4800488668886,KITCHEN MATE ,,PURCHASE, 71.00 , 67.10 , 3.90 ,,,,
CUBE,KNORR CUBE,,PURCHASE, 8.00 ,, NO PP ,,,,
4800888607959,KNORR SHRIMP CUBE,,PURCHASE, 8.00 , 5.50 , 2.50 ,,,,
8996001414309,KOPIKO BLANCA SINGLE ,,PURCHASE, 10.00 , 7.50 , 2.50 ,,,,
8996001600597,KOPIKO LUCKY DAY ,,PURCHASE, 27.00 , 20.00 , 7.00 ,,,,
8712045030363,LACTUM (0-6) 150g ,,PURCHASE, 133.00 , 124.00 , 9.00 ,,,,
300875116746,LACTUM (0-6) 350g ,,PURCHASE, 205.00 , 195.20 , 9.80 ,,,,
8712045021958,LACTUM (1-3) 150g ,,PURCHASE, 123.00 , 114.28 , 8.72 ,,,,
8712045030394,LACTUM (6-12) 150g ,,PURCHASE, 128.00 , 119.04 , 8.96 ,,,,
300875116753,LACTUM (6-12) 350g ,,PURCHASE, 205.00 , 194.20 , 10.80 ,,,,
4806018405785,LAVA PC,,PURCHASE, 10.00 , 8.00 , 2.00 ,,,,
78895770049,LEE KUM KEE CHILI GARLIC SAUCE 90g ,,PURCHASE, 74.50 , 65.55 , 8.95 ,,,,
4800047861406,LEWIS & PEARL COOL FANTASY 75ML,,PURCHASE, 44.00 , 37.00 , 7.00 ,,,,
4800047861079,LEWIS & PEARL ICE WATER 75ML,,PURCHASE, 44.00 , 37.00 , 7.00 ,,,,
4800047861239,LEWIS DREAM,,PURCHASE, 32.00 , 29.00 , 3.00 ,,,,
4800047865503,LEWIS KISS,,PURCHASE, 32.00 , 29.00 , 3.00 ,,,,
4800047865121,LEWIS PARIS,,PURCHASE, 32.00 , 29.00 , 3.00 ,,,,
4800101008884,LION TIGER KATOL -150g,,PURCHASE, 21.00 , 16.00 , 5.00 ,,,,
4807770273100,LM JJAMPONG,,PURCHASE, 23.00 , 18.75 , 4.25 ,,,,
SAND,MAGIC SAND,,PURCHASE, 15.00 , 10.00 , 5.00 ,,,,
4800194152839,MATRY CHIKEN INASAL ,,PURCHASE, 8.00 , 5.95 , 2.05 ,,,,
4809015059142,MAXIGLOW ANTIBAC,,PURCHASE, 48.00 , 38.00 , 10.00 ,,,,
4800029830758,MELLO PASTEL ,,PURCHASE, 8.00 , 6.00 , 2.00 ,,,,
8998866200301,MI SEDAAP FAVORITE,,PURCHASE, 20.00 , 16.00 , 4.00 ,,,,
8998866803809,MI SEDAAP KRISPI,,PURCHASE, 20.00 , 16.00 , 4.00 ,,,,
8998866202824,MI SEDAAP SPICY,,PURCHASE, 23.00 , 19.00 , 4.00 ,,,,
4800374032135,MIGHTY BOND,,PURCHASE, 20.00 , 12.00 , 8.00 ,,,,
8993175542289,MINE HAZELNUT CHOCO BAR ,,PURCHASE, 6.00 , 4.15 , 1.85 ,,,,
4806500470765,MISUA DELICIOUS,,PURCHASE, 20.00 , 14.25 , 5.75 ,,,,
MODESS,MODESS SINGLES ,,PURCHASE, 8.00 , 4.43 , 3.57 ,,,,
8850007780144,MODESS ULTRA THIN WINGS,,PURCHASE, 90.00 , 85.00 , 5.00 ,,,,
8850007371434,MODESS WINGS,,PURCHASE, 49.00 , 44.50 , 4.50 ,,,,
4800092556449,MOJI CAKES CHEESECAKE ,,PURCHASE, 69.00 , 63.77 , 5.23 ,,,,
4807770122903,MONDE BANANA,,PURCHASE, 92.00 , 85.50 , 6.50 ,,,,
4807770122736,MONDE CHEESE BAR,,PURCHASE, 70.00 , 66.80 , 3.20 ,,,,
4807770122446,MONDE CHOCOLATE ,,PURCHASE, 76.00 , 69.50 , 6.50 ,,,,
4807770121364,MONDE MOCHA 6s,,PURCHASE, 97.00 , 91.60 , 5.40 ,,,,
4807770121784,MONDE STRAW 4s,,PURCHASE, 63.00 , 58.50 , 4.50 ,,,,
4807770121395,MONDE VANILLA 4s,,PURCHASE, 66.00 , 60.29 , 5.71 ,,,,
8850120990253,MONIEGOLD ,,PURCHASE, 44.00 , 33.33 , 10.67 ,,,,
